#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
HIV-1_SL4            RF01382   3cgs_B               -          cm       11       20       13        4      -    5'    2 0.60   0.0    8.2       5.5 ?   HIV-1 stem-loop 4 packaging signal
RF_site5             RF01093   5hcr_2A              -          cm        1       60     1741     1798      +    no    1 0.69   0.0   22.8      0.64 ?   Ma3 gene ribosomal frameshift signal
CRISPR-DR12          RF01325   5hcr_2A              -          cm        1       30     2702     2730      +    no    1 0.66   0.0   20.0       0.8 ?   CRISPR RNA direct repeat element
Hrs13                RF02631   5hcr_2A              -          cm        1       82     2108     2035      -    no    1 0.58   0.0   16.5      0.99 ?   Hfq-regulated sRNA 13
CRISPR-DR29          RF01340   5hcr_2A              -          cm        1       37      152      116      -    no    1 0.78   0.0   18.1       2.6 ?   CRISPR RNA direct repeat element
Streptomyces-metK    RF03063   5hcr_2A              -          cm        1      117     2650     2547      -    no    1 0.62   0.0   15.2       9.6 ?   Streptomyces-metK RNA
5S_rRNA              RF00001   5hcr_1B              -          cm        1      120        3      119      +    no    1 0.69   0.3  112.3   1.2e-26 !   5S ribosomal RNA
IRES_c-myc           RF00216   5hcr_1B              -          cm        1       66       56      121      +    3'    3 0.71   0.1    6.5       3.8 ?   c-myc internal ribosome entry site (IRES)
rox1                 RF01667   5hcr_1B              -          cm        1       59       52       34      -    no    1 0.53   0.0   11.8       7.9 ?   Drosophila rox1 ncRNA
5S_rRNA              RF00001   5hcr_2B              -          cm        1      120        3      119      +    no    1 0.69   0.3  112.3   1.2e-26 !   5S ribosomal RNA
IRES_c-myc           RF00216   5hcr_2B              -          cm        1       66       56      121      +    3'    3 0.71   0.1    6.5       3.8 ?   c-myc internal ribosome entry site (IRES)
rox1                 RF01667   5hcr_2B              -          cm        1       59       52       34      -    no    1 0.53   0.0   11.8       7.9 ?   Drosophila rox1 ncRNA
SSU_rRNA_bacteria      RF00177   5hcr_1a              -          cm        1     1533        1     1519      +    no    1 0.64  88.7 1508.1         0 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   5hcr_1a              -          cm        1     1478        6     1517      +    no    1 0.64  92.4 1032.3         0 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   5hcr_1a              -          cm        1     1311        6     1514      +    no    1 0.64  92.8  677.7  1.2e-207 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_eukarya       RF01960   5hcr_1a              -          cm        1     1831        6     1514      +    no    1 0.64  92.8  638.1  7.7e-192 !   Eukaryotic small subunit ribosomal RNA
BMV3_UPD-PK1           RF01108   5hcr_1a              -          cm        1       26     1451     1476      +    no    1 0.69   0.0   19.5      0.54 ?   Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
CC2171                 RF01867   5hcr_1a              -          cm        9      159     1520     1402      -    no    2 0.66   0.0   13.4       4.7 ?   caulobacter sRNA CC2171
PyrR205                RF02803   5hcr_1a              -          cm        1       61      209      158      -    no    1 0.63   0.0   13.9       8.7 ?   Pyrobaculum sRNA 205
SSU_rRNA_bacteria      RF00177   5hcr_2a              -          cm        1     1533        1     1519      +    no    1 0.64  88.7 1508.1         0 !   Bacterial small subunit ribosomal RNA
SSU_rRNA_archaea       RF01959   5hcr_2a              -          cm        1     1478        6     1517      +    no    1 0.64  92.4 1032.3         0 !   Archaeal small subunit ribosomal RNA
SSU_rRNA_microsporidia RF02542   5hcr_2a              -          cm        1     1311        6     1514      +    no    1 0.64  92.8  677.7  1.2e-207 !   Microsporidia small subunit ribosomal RNA
SSU_rRNA_eukarya       RF01960   5hcr_2a              -          cm        1     1831        6     1514      +    no    1 0.64  92.8  638.1  7.7e-192 !   Eukaryotic small subunit ribosomal RNA
BMV3_UPD-PK1           RF01108   5hcr_2a              -          cm        1       26     1451     1476      +    no    1 0.69   0.0   19.5      0.54 ?   Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
CC2171                 RF01867   5hcr_2a              -          cm        9      159     1520     1402      -    no    2 0.66   0.0   13.4       4.7 ?   caulobacter sRNA CC2171
PyrR205                RF02803   5hcr_2a              -          cm        1       61      209      158      -    no    1 0.63   0.0   13.9       8.7 ?   Pyrobaculum sRNA 205
tRNA                 RF00005   5hcr_1x              -          cm        1       71        1       74      +    no    1 0.66   0.0   61.4   8.6e-14 !   tRNA
tRNA-Sec             RF01852   5hcr_1x              -          cm        1       91        2       72      +    no    1 0.68   0.0   26.3   0.00073 !   Selenocysteine transfer RNA
tmRNA                RF00023   5hcr_1x              -          cm       22      374        2       77      +    5'    2 0.66   0.0    6.9      0.19 ?   transfer-messenger RNA
beta_tmRNA           RF01850   5hcr_1x              -          cm       82      113       46       77      +    3'    4 0.66   0.0    5.6       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   5hcr_1x              -          cm       56      114        1       60      +    5'    2 0.63   0.0   11.4       5.2 ?   Y RNA-like
Bp1_738              RF02422   5hcr_1x              -          cm       58      136        1       77      + 5'&3'    4 0.66   0.0    8.0       7.4 ?   Burkholderia sRNA Bp1_Cand738_SIPHT
tRNA                 RF00005   5hcr_2x              -          cm        1       71        1       74      +    no    1 0.66   0.0   61.4   8.6e-14 !   tRNA
tRNA-Sec             RF01852   5hcr_2x              -          cm        1       91        2       72      +    no    1 0.68   0.0   26.3   0.00073 !   Selenocysteine transfer RNA
tmRNA                RF00023   5hcr_2x              -          cm       22      374        2       77      +    5'    2 0.66   0.0    6.9      0.19 ?   transfer-messenger RNA
beta_tmRNA           RF01850   5hcr_2x              -          cm       82      113       46       77      +    3'    4 0.66   0.0    5.6       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   5hcr_2x              -          cm       56      114        1       60      +    5'    2 0.63   0.0   11.4       5.2 ?   Y RNA-like
Bp1_738              RF02422   5hcr_2x              -          cm       58      136        1       77      + 5'&3'    4 0.66   0.0    8.0       7.4 ?   Burkholderia sRNA Bp1_Cand738_SIPHT
TMV_UPD-PK3          RF01072   1r9f_B               -          cm       21       31       21       11      -    5'    2 0.27   0.0    8.2       1.7 ?   Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
tRNA                 RF00005   3akz_H               -          cm        1       71        1       71      +    no    1 0.65   0.0   64.0   1.6e-14 !   tRNA
tRNA-Sec             RF01852   3akz_H               -          cm        1       91        2       69      +    no    1 0.66   0.0   27.4   0.00036 !   Selenocysteine transfer RNA
sX4                  RF02223   3akz_H               -          cm        1      105       23       74      +    3'    3 0.67   0.0   12.4      0.52 ?   Proteobacterial sRNA sX4
mir-734              RF03571   3akz_H               -          cm       24       70       17       64      +    no    1 0.67   0.0   14.3       1.6 ?   mir-734 microRNA precursor family
beta_tmRNA           RF01850   3akz_H               -          cm       86      113       47       74      +    3'    4 0.68   0.0    5.5       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   3akz_H               -          cm        1       56       23       72      +    3'    3 0.68   0.0   12.2         3 ?   Y RNA-like
mascRNA-menRNA       RF01684   3akz_H               -          cm       34       48       48       62      +    no    1 0.60   0.0   10.2         9 ?   MALAT1-associated small cytoplasmic RNA/MEN beta RNA
tRNA                 RF00005   3akz_E               -          cm        1       71        1       71      +    no    1 0.65   0.0   64.0   1.6e-14 !   tRNA
tRNA-Sec             RF01852   3akz_E               -          cm        1       91        2       69      +    no    1 0.66   0.0   27.4   0.00036 !   Selenocysteine transfer RNA
sX4                  RF02223   3akz_E               -          cm        1      105       23       74      +    3'    3 0.67   0.0   12.4      0.52 ?   Proteobacterial sRNA sX4
mir-734              RF03571   3akz_E               -          cm       24       70       17       64      +    no    1 0.67   0.0   14.3       1.6 ?   mir-734 microRNA precursor family
beta_tmRNA           RF01850   3akz_E               -          cm       86      113       47       74      +    3'    4 0.68   0.0    5.5       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   3akz_E               -          cm        1       56       23       72      +    3'    3 0.68   0.0   12.2         3 ?   Y RNA-like
mascRNA-menRNA       RF01684   3akz_E               -          cm       34       48       48       62      +    no    1 0.60   0.0   10.2         9 ?   MALAT1-associated small cytoplasmic RNA/MEN beta RNA
tRNA                 RF00005   3akz_F               -          cm        1       71        1       71      +    no    1 0.65   0.0   64.0   1.6e-14 !   tRNA
tRNA-Sec             RF01852   3akz_F               -          cm        1       91        2       69      +    no    1 0.66   0.0   27.4   0.00036 !   Selenocysteine transfer RNA
sX4                  RF02223   3akz_F               -          cm        1      105       23       74      +    3'    3 0.67   0.0   12.4      0.52 ?   Proteobacterial sRNA sX4
mir-734              RF03571   3akz_F               -          cm       24       70       17       64      +    no    1 0.67   0.0   14.3       1.6 ?   mir-734 microRNA precursor family
beta_tmRNA           RF01850   3akz_F               -          cm       86      113       47       74      +    3'    4 0.68   0.0    5.5       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   3akz_F               -          cm        1       56       23       72      +    3'    3 0.68   0.0   12.2         3 ?   Y RNA-like
mascRNA-menRNA       RF01684   3akz_F               -          cm       34       48       48       62      +    no    1 0.60   0.0   10.2         9 ?   MALAT1-associated small cytoplasmic RNA/MEN beta RNA
tRNA                 RF00005   3akz_G               -          cm        1       71        1       71      +    no    1 0.65   0.0   64.0   1.6e-14 !   tRNA
tRNA-Sec             RF01852   3akz_G               -          cm        1       91        2       69      +    no    1 0.66   0.0   27.4   0.00036 !   Selenocysteine transfer RNA
sX4                  RF02223   3akz_G               -          cm        1      105       23       74      +    3'    3 0.67   0.0   12.4      0.52 ?   Proteobacterial sRNA sX4
mir-734              RF03571   3akz_G               -          cm       24       70       17       64      +    no    1 0.67   0.0   14.3       1.6 ?   mir-734 microRNA precursor family
beta_tmRNA           RF01850   3akz_G               -          cm       86      113       47       74      +    3'    4 0.68   0.0    5.5       2.9 ?   Betaproteobacteria transfer-messenger RNA
YrlA                 RF02553   3akz_G               -          cm        1       56       23       72      +    3'    3 0.68   0.0   12.2         3 ?   Y RNA-like
mascRNA-menRNA       RF01684   3akz_G               -          cm       34       48       48       62      +    no    1 0.60   0.0   10.2         9 ?   MALAT1-associated small cytoplasmic RNA/MEN beta RNA
LSU_rRNA_bacteria    RF02541   7bl6_A               -          cm        1     2925        1     2904      +    no    1 0.53  44.2 2878.6         0 !   Bacterial large subunit ribosomal RNA
